url,status,title,found_on_page
https://www.dpu.ac.th/cdn-cgi/l/email-protection#92f1fdfce6f3f1e6d2f6e2e7bcf3f1bce6fa,404,Email Protection | Cloudflare,https://www.dpu.ac.th/th/contact
https://www.dpu.ac.th/sao/sdas/page.php?id=7065,404,,
https://www.dpu.ac.th/fund/upload/gallery/70aaEoWiB4n4dLrC.,404,404 Not Found,https://www.dpu.ac.th/fund/gallery/3/
https://www.dpu.ac.th/fund/upload/gallery/Qf85sK6k3IAJxXfY.,404,404 Not Found,https://www.dpu.ac.th/fund/gallery/13/
https://www.dpu.ac.th/fund/upload/gallery/5Np2609Dik6fXJBh.,404,404 Not Found,https://www.dpu.ac.th/fund/gallery/12/
